ID,numProgenitors,ProgenitorsID
54000000000001,1,53000000000001
54000000000002,1,53000000000003
54000000000003,2,"53000000000002,53000000001238"
54000000000004,2,"53000000000004,53000000006074"
54000000000005,2,"53000000000005,53000000000622"
54000000000006,1,53000000000009
54000000000007,2,"53000000000006,53000000002714"
54000000000008,1,53000000000025
54000000000009,3,"53000000000010,53000000007808,53000000009205"
54000000000010,1,53000000000007
54000000000011,2,"53000000000012,53000000006388"
54000000000012,1,53000000000008
54000000000013,3,"53000000000011,53000000002775,53000000010041"
54000000000014,3,"53000000000013,53000000000098,53000000009114"
54000000000015,2,"53000000000015,53000000002420"
54000000000016,2,"53000000000017,53000000004285"
54000000000017,1,53000000000016
54000000000018,1,53000000000014
54000000000019,2,"53000000000019,53000000002671"
54000000000020,2,"53000000000018,53000000001814"
54000000000021,2,"53000000000039,53000000000151"
54000000000022,1,53000000000020
54000000000023,1,53000000000021
54000000000024,1,53000000000022
54000000000025,2,"53000000000026,53000000002624"
54000000000026,1,53000000000027
54000000000027,1,53000000000023
54000000000028,2,"53000000000024,53000000006335"
54000000000029,1,53000000000028
54000000000030,2,"53000000000029,53000000007203"
54000000000031,1,53000000000063
54000000000032,1,53000000000030
54000000000033,1,53000000000033
54000000000034,2,"53000000000031,53000000000578"
54000000000035,1,53000000000050
54000000000036,1,53000000000032
54000000000037,1,53000000000036
54000000000039,1,53000000000034
54000000000040,1,53000000000045
54000000000041,1,53000000000040
54000000000042,1,53000000000041
54000000000043,1,53000000000049
54000000000044,1,53000000000037
54000000000045,1,53000000000044
54000000000046,1,53000000000047
54000000000047,1,53000000000042
54000000000048,3,"53000000000043,53000000009170,53000000006779"
54000000000049,1,53000000000051
54000000000051,2,"53000000000053,53000000001402"
54000000000052,1,53000000000046
54000000000053,1,53000000000052
54000000000054,1,53000000000058
54000000000055,1,53000000000056
54000000000056,1,53000000000035
54000000000057,2,"53000000000048,53000000007154"
54000000000058,1,53000000000055
54000000000059,1,53000000000054
54000000000061,1,53000000000059
54000000000062,1,53000000000061
54000000000064,1,53000000000057
54000000000065,1,53000000000066
54000000000066,1,53000000000064
54000000000067,1,53000000000114
54000000000068,1,53000000000079
54000000000069,1,53000000000069
54000000000070,4,"53000000000073,53000000006028,53000000005787,53000000008460"
54000000000071,1,53000000000122
54000000000072,1,53000000000072
54000000000073,1,53000000000060
54000000000074,1,53000000000067
54000000000075,1,53000000000077
54000000000076,1,53000000000065
54000000000077,1,53000000000070
54000000000078,1,53000000000071
54000000000079,1,53000000000076
54000000000080,1,53000000000074
54000000000081,1,53000000000078
54000000000082,1,53000000000038
54000000000083,1,53000000000068
54000000000084,1,53000000000062
54000000000085,1,53000000000081
54000000000086,1,53000000000080
54000000000087,2,"53000000000088,53000000010866"
54000000000088,2,"53000000000083,53000000000638"
54000000000089,1,53000000000101
54000000000090,1,53000000000087
54000000000091,2,"53000000000095,53000000005288"
54000000000092,2,"53000000000084,53000000008676"
54000000000093,2,"53000000000097,53000000004725"
54000000000094,1,53000000000082
54000000000095,1,53000000000094
54000000000096,2,"53000000000100,53000000000505"
54000000000097,1,53000000000085
54000000000098,1,53000000000125
54000000000099,1,53000000000086
54000000000100,2,"53000000000092,53000000005076"
54000000000101,2,"53000000000126,53000000004363"
54000000000102,1,53000000000099
54000000000103,1,53000000000090
54000000000104,1,53000000000106
54000000000105,1,53000000000091
54000000000106,2,"53000000000093,53000000007929"
54000000000107,1,53000000000075
54000000000108,1,53000000000103
54000000000109,1,53000000000104
54000000000110,1,53000000000096
54000000000111,1,53000000000105
54000000000112,1,53000000000102
54000000000113,1,53000000000110
54000000000114,2,"53000000000112,53000000004615"
54000000000115,1,53000000000108
54000000000116,1,53000000000107
54000000000117,2,"53000000000119,53000000003664"
54000000000118,1,53000000000141
54000000000119,1,53000000000113
54000000000120,2,"53000000000118,53000000005975"
54000000000121,1,53000000000109
54000000000122,1,53000000000117
54000000000123,2,"53000000000121,53000000004053"
