ID,numProgenitors,ProgenitorsID
42000000000001,1,41000000000001
42000000000002,1,41000000000002
42000000000003,1,41000000000004
42000000000004,1,41000000000006
42000000000005,1,41000000000007
42000000000006,1,41000000000008
42000000000007,2,"41000000000009,41000000002543"
42000000000008,1,41000000000012
42000000000009,1,41000000000011
42000000000010,1,41000000000010
42000000000011,3,"41000000000014,41000000001333,41000000002872"
42000000000012,1,41000000000005
42000000000013,1,41000000000015
42000000000015,1,41000000000017
42000000000016,2,"41000000000016,41000000000632"
42000000000017,1,41000000000013
42000000000018,1,41000000000018
42000000000019,1,41000000000023
42000000000020,2,"41000000000025,41000000003960"
42000000000021,2,"41000000000003,41000000000134"
42000000000022,1,41000000000019
42000000000023,1,41000000000021
42000000000024,1,41000000000020
42000000000025,1,41000000000024
42000000000026,1,41000000000027
42000000000027,1,41000000000022
42000000000028,2,"41000000000026,41000000001687"
42000000000029,1,41000000000029
42000000000030,1,41000000000031
42000000000031,1,41000000000028
42000000000032,1,41000000000047
42000000000033,1,41000000000033
42000000000034,1,41000000000034
42000000000035,2,"41000000000039,41000000002906"
42000000000036,1,41000000000030
42000000000037,1,41000000000032
42000000000038,1,41000000000036
42000000000039,1,41000000000038
42000000000040,1,41000000000040
42000000000041,1,41000000000035
42000000000042,1,41000000000037
42000000000043,1,41000000000046
42000000000044,1,41000000000043
42000000000045,1,41000000000044
42000000000046,1,41000000000048
42000000000047,2,"41000000000041,41000000000730"
42000000000048,2,"41000000000042,41000000000550"
42000000000049,1,41000000000045
42000000000050,2,"41000000000049,41000000001699"
42000000000051,1,41000000000050
42000000000052,1,41000000000054
42000000000053,2,"41000000000051,41000000002356"
42000000000054,1,41000000000069
42000000000055,1,41000000000080
42000000000056,1,41000000000059
42000000000057,1,41000000000058
42000000000059,1,41000000000053
42000000000060,1,41000000000052
42000000000061,1,41000000000055
42000000000062,2,"41000000000072,41000000001396"
42000000000063,1,41000000000061
42000000000064,1,41000000000057
42000000000065,1,41000000000066
42000000000066,1,41000000000064
42000000000067,1,41000000000056
42000000000068,2,"41000000000065,41000000002544"
42000000000069,2,"41000000000085,41000000002415"
42000000000070,2,"41000000000062,41000000001397"
42000000000071,1,41000000000063
42000000000072,1,41000000000068
42000000000073,1,41000000000083
42000000000074,1,41000000000060
42000000000075,1,41000000000071
42000000000076,1,41000000000078
42000000000077,1,41000000000067
42000000000078,1,41000000000070
42000000000079,1,41000000000073
42000000000080,2,"41000000000076,41000000001234"
42000000000081,1,41000000000123
42000000000082,1,41000000000074
42000000000083,1,41000000000075
42000000000084,1,41000000000109
42000000000085,1,41000000000077
42000000000086,2,"41000000000126,41000000001615"
42000000000087,1,41000000000079
42000000000088,1,41000000000081
42000000000089,1,41000000000082
42000000000090,1,41000000000128
42000000000091,1,41000000000120
42000000000092,2,"41000000000086,41000000001401"
42000000000093,1,41000000000099
42000000000094,1,41000000000090
42000000000095,1,41000000000087
42000000000096,1,41000000000084
42000000000097,3,"41000000000093,41000000001072,41000000002699"
42000000000098,1,41000000000089
42000000000099,1,41000000000095
42000000000100,1,41000000000088
42000000000101,1,41000000000112
42000000000102,1,41000000000092
42000000000103,1,41000000000098
42000000000104,1,41000000000091
42000000000105,1,41000000000094
42000000000106,1,41000000000096
42000000000107,1,41000000000106
42000000000108,1,41000000000100
42000000000109,1,41000000000102
42000000000110,1,41000000000110
42000000000111,1,41000000000097
42000000000112,1,41000000000104
42000000000113,1,41000000000117
42000000000114,1,41000000000103
42000000000115,1,41000000000138
42000000000116,1,41000000000107
42000000000117,1,41000000000113
42000000000118,1,41000000000105
42000000000119,1,41000000000143
42000000000120,1,41000000000127
42000000000121,2,"41000000000125,41000000001392"
42000000000122,1,41000000000129
42000000000123,1,41000000000116
42000000000124,1,41000000000135
