ID,numProgenitors,ProgenitorsID
114000000000001,9,"113000000000001,113000000010549,113000000017533,113000000017704,113000000018783,113000000018671,113000000020468,113000000022520,113000000022817"
114000000000002,4,"113000000000002,113000000022746,113000000023679,113000000023130"
114000000000003,4,"113000000000003,113000000022669,113000000022815,113000000005460"
114000000000004,2,"113000000000005,113000000008142"
114000000000005,2,"113000000000004,113000000004345"
114000000000006,3,"113000000000006,113000000020742,113000000022714"
114000000000007,2,"113000000000007,113000000005453"
114000000000008,2,"113000000000008,113000000020419"
114000000000009,7,"113000000000009,113000000013594,113000000022811,113000000022900,113000000023949,113000000018008,113000000003884"
114000000000010,2,"113000000000010,113000000004033"
114000000000011,1,113000000000011
114000000000012,2,"113000000000022,113000000024193"
114000000000014,1,113000000000013
114000000000015,4,"113000000000015,113000000004227,113000000009485,113000000016104"
114000000000016,1,113000000000014
114000000000017,4,"113000000000012,113000000017993,113000000019864,113000000004637"
114000000000018,3,"113000000000017,113000000019627,113000000021461"
114000000000019,3,"113000000000016,113000000008109,113000000017746"
114000000000020,1,113000000000018
114000000000021,2,"113000000000027,113000000000136"
114000000000022,3,"113000000000020,113000000005200,113000000018489"
114000000000023,1,113000000000019
114000000000024,1,113000000000023
114000000000025,2,"113000000000026,113000000002739"
114000000000026,3,"113000000000024,113000000024087,113000000005318"
114000000000027,1,113000000000025
114000000000028,3,"113000000000028,113000000005801,113000000005493"
114000000000029,3,"113000000000032,113000000021033,113000000004877"
114000000000030,1,113000000000030
114000000000031,4,"113000000000031,113000000001633,113000000019205,113000000005499"
114000000000032,2,"113000000000033,113000000023975"
114000000000033,1,113000000000034
114000000000034,2,"113000000000036,113000000022588"
114000000000035,1,113000000000021
114000000000036,2,"113000000000035,113000000014527"
114000000000037,2,"113000000000037,113000000002817"
114000000000038,1,113000000000038
114000000000039,1,113000000000039
114000000000040,3,"113000000000040,113000000013595,113000000023624"
114000000000041,3,"113000000000042,113000000011330,113000000017922"
114000000000042,1,113000000000041
114000000000043,1,113000000000043
114000000000044,1,113000000000044
114000000000045,1,113000000000064
114000000000046,1,113000000000046
114000000000047,1,113000000000050
114000000000048,2,"113000000000048,113000000024132"
114000000000049,1,113000000000045
114000000000050,1,113000000000049
114000000000051,1,113000000000047
114000000000052,1,113000000000053
114000000000053,1,113000000000054
114000000000054,1,113000000000051
114000000000055,1,113000000000052
114000000000056,1,113000000000056
114000000000057,2,"113000000000058,113000000006229"
114000000000058,2,"113000000000057,113000000007891"
114000000000059,2,"113000000000055,113000000004275"
114000000000060,3,"113000000000060,113000000009213,113000000004126"
114000000000061,1,113000000000062
114000000000062,2,"113000000000071,113000000003749"
114000000000063,2,"113000000000059,113000000009059"
114000000000064,1,113000000000061
114000000000065,1,113000000000063
114000000000066,2,"113000000000087,113000000012686"
114000000000067,2,"113000000000065,113000000018292"
114000000000068,1,113000000000075
114000000000069,1,113000000000066
114000000000070,1,113000000000069
114000000000071,3,"113000000000067,113000000002901,113000000006514"
114000000000072,1,113000000000079
114000000000073,2,"113000000000068,113000000012708"
114000000000074,1,113000000000070
114000000000075,1,113000000000072
114000000000076,2,"113000000000073,113000000020707"
114000000000077,1,113000000000074
114000000000078,1,113000000000076
114000000000079,1,113000000000077
114000000000080,1,113000000000080
114000000000081,2,"113000000000078,113000000020730"
114000000000082,1,113000000000122
114000000000083,2,"113000000000082,113000000024062"
114000000000084,1,113000000000083
114000000000085,1,113000000000085
114000000000086,1,113000000000086
114000000000087,2,"113000000000081,113000000010729"
114000000000088,2,"113000000000088,113000000004428"
114000000000089,1,113000000000090
114000000000091,1,113000000000089
114000000000092,1,113000000000110
114000000000093,1,113000000000092
114000000000094,1,113000000000095
114000000000095,3,"113000000000099,113000000004098,113000000019239"
114000000000096,1,113000000000123
114000000000097,1,113000000000097
114000000000098,1,113000000000094
114000000000099,1,113000000000096
114000000000101,1,113000000000098
114000000000102,1,113000000000102
114000000000103,1,113000000000115
114000000000104,2,"113000000000101,113000000017408"
114000000000105,1,113000000000093
114000000000106,1,113000000000091
114000000000107,1,113000000000103
114000000000108,1,113000000000109
114000000000109,1,113000000000105
114000000000110,1,113000000000107
114000000000111,2,"113000000000108,113000000015237"
114000000000112,1,113000000000112
114000000000113,2,"113000000000100,113000000002438"
114000000000114,1,113000000000113
114000000000115,1,113000000000106
114000000000116,1,113000000000119
114000000000117,1,113000000000118
114000000000118,1,113000000000116
114000000000119,1,113000000000121
114000000000120,2,"113000000000111,113000000005099"
114000000000121,1,113000000000120
114000000000122,1,113000000000131
114000000000123,2,"113000000000104,113000000004312"
114000000000124,1,113000000000125
114000000000125,1,113000000000114
114000000000126,1,113000000000128
114000000000127,1,113000000000126
114000000000128,1,113000000000117
114000000000129,1,113000000000124
114000000000130,1,113000000000133
114000000000131,1,113000000000129
114000000000132,1,113000000000138
114000000000133,1,113000000000137
114000000000134,1,113000000000134
114000000000135,1,113000000000135
114000000000136,1,113000000000142
114000000000137,1,113000000000132
114000000000138,1,113000000000139
114000000000139,1,113000000000144
114000000000140,1,113000000000140
114000000000141,2,"113000000000146,113000000004630"
114000000000142,1,113000000000127
114000000000143,1,113000000000148
114000000000144,1,113000000000143
114000000000145,1,113000000000203
114000000000146,1,113000000000152
114000000000147,1,113000000000145
114000000000148,2,"113000000000141,113000000004139"
114000000000149,1,113000000000154
114000000000150,1,113000000000151
114000000000151,1,113000000000153
114000000000152,1,113000000000239
114000000000153,1,113000000000168
114000000000154,1,113000000000159
114000000000155,1,113000000000149
114000000000156,1,113000000000147
114000000000157,2,"113000000000167,113000000004320"
114000000000158,1,113000000000156
114000000000159,1,113000000000161
114000000000160,3,"113000000000164,113000000003743,113000000005768"
114000000000161,1,113000000000178
114000000000162,1,113000000000181
114000000000163,1,113000000000160
114000000000164,3,"113000000000155,113000000004708,113000000005475"
114000000000165,1,113000000000162
114000000000166,1,113000000000166
114000000000167,1,113000000000150
114000000000168,1,113000000000169
114000000000169,1,113000000000165
114000000000170,2,"113000000000172,113000000008108"
114000000000171,1,113000000000170
114000000000172,1,113000000000174
114000000000173,1,113000000000176
114000000000174,1,113000000000173
114000000000175,1,113000000000201
114000000000176,1,113000000000177
114000000000177,1,113000000000157
114000000000178,1,113000000000175
114000000000179,1,113000000000180
114000000000180,1,113000000000196
114000000000181,1,113000000000187
114000000000182,1,113000000000189
114000000000183,2,"113000000000190,113000000007270"
114000000000184,1,113000000000186
114000000000185,1,113000000000185
114000000000186,1,113000000000184
114000000000187,1,113000000000183
114000000000188,1,113000000000351
114000000000189,1,113000000000193
114000000000190,1,113000000000195
114000000000191,1,113000000000182
114000000000192,1,113000000000209
114000000000193,2,"113000000000191,113000000000914"
114000000000194,1,113000000000188
114000000000195,1,113000000000192
114000000000196,1,113000000000163
114000000000197,1,113000000000194
114000000000198,1,113000000000199
114000000000199,1,113000000000227
114000000000200,1,113000000000204
114000000000201,1,113000000000200
114000000000202,1,113000000000270
114000000000203,1,113000000000205
114000000000204,1,113000000000216
114000000000205,1,113000000000206
114000000000206,1,113000000000210
114000000000207,1,113000000000215
114000000000208,1,113000000000171
114000000000209,1,113000000000207
114000000000210,1,113000000000218
114000000000211,1,113000000000198
114000000000212,1,113000000000211
114000000000213,1,113000000000233
114000000000214,1,113000000000219
114000000000215,1,113000000000214
114000000000216,1,113000000000208
114000000000217,1,113000000000179
114000000000218,1,113000000000213
114000000000219,1,113000000000234
114000000000220,1,113000000000221
114000000000221,1,113000000000222
114000000000222,1,113000000000197
114000000000223,1,113000000000225
114000000000224,1,113000000000231
114000000000225,1,113000000000232
114000000000226,1,113000000000223
114000000000227,1,113000000000251
114000000000228,1,113000000000229
114000000000229,1,113000000000230
114000000000230,1,113000000000226
114000000000231,2,"113000000000331,113000000007032"
114000000000232,1,113000000000284
114000000000233,1,113000000000242
114000000000234,1,113000000000202
114000000000235,1,113000000000217
114000000000236,1,113000000000237
114000000000237,1,113000000000245
114000000000238,1,113000000000240
114000000000239,2,"113000000000244,113000000022806"
114000000000240,2,"113000000000253,113000000022598"
114000000000241,1,113000000000250
114000000000242,1,113000000000236
114000000000243,2,"113000000000257,113000000020883"
114000000000244,1,113000000000243
114000000000245,1,113000000000248
114000000000246,1,113000000000247
114000000000247,1,113000000000235
114000000000248,1,113000000000241
114000000000249,1,113000000000252
114000000000250,2,"113000000000258,113000000007856"
114000000000251,1,113000000000259
114000000000252,1,113000000000254
114000000000253,1,113000000000264
114000000000254,1,113000000000261
114000000000255,1,113000000000246
114000000000256,1,113000000000255
114000000000257,1,113000000000275
114000000000258,1,113000000000260
114000000000259,1,113000000000256
114000000000260,1,113000000000267
114000000000261,1,113000000000266
114000000000262,1,113000000000280
114000000000263,1,113000000000249
114000000000264,1,113000000000265
114000000000265,1,113000000000276
114000000000266,2,"113000000000269,113000000007349"
114000000000267,2,"113000000000277,113000000000848"
114000000000268,1,113000000000228
114000000000269,3,"113000000000262,113000000005747,113000000004937"
114000000000270,1,113000000000274
114000000000271,2,"113000000000268,113000000006005"
114000000000272,1,113000000000278
114000000000273,1,113000000000271
114000000000274,1,113000000000282
114000000000275,1,113000000000279
114000000000276,1,113000000000406
114000000000277,1,113000000000273
114000000000278,1,113000000000283
114000000000279,1,113000000000281
114000000000280,1,113000000000288
114000000000281,1,113000000000286
114000000000282,1,113000000000300
114000000000283,2,"113000000000290,113000000002245"
114000000000284,3,"113000000000296,113000000009104,113000000014263"
114000000000285,2,"113000000000263,113000000004651"
114000000000286,1,113000000000292
114000000000287,1,113000000000224
114000000000288,1,113000000000291
114000000000289,1,113000000000297
114000000000290,1,113000000000294
114000000000291,1,113000000000302
114000000000292,1,113000000000272
114000000000293,1,113000000000295
114000000000294,1,113000000000318
114000000000295,1,113000000000238
114000000000296,1,113000000000308
114000000000297,1,113000000000345
114000000000298,1,113000000000312
114000000000299,1,113000000000299
114000000000300,1,113000000000305
114000000000301,1,113000000000311
114000000000302,1,113000000000298
114000000000303,1,113000000000303
114000000000304,1,113000000000320
114000000000305,1,113000000000285
114000000000306,2,"113000000000289,113000000004366"
114000000000307,1,113000000000317
114000000000308,1,113000000000313
114000000000309,1,113000000000339
114000000000310,1,113000000000310
114000000000311,1,113000000000314
114000000000312,2,"113000000000306,113000000007984"
114000000000313,2,"113000000000319,113000000004564"
114000000000314,1,113000000000293
114000000000315,1,113000000000321
114000000000317,1,113000000000338
114000000000318,2,"113000000000301,113000000006509"
114000000000319,1,113000000000315
114000000000320,1,113000000000374
114000000000321,1,113000000000309
114000000000322,1,113000000000325
114000000000323,1,113000000000360
114000000000324,1,113000000000287
114000000000325,1,113000000000327
114000000000326,1,113000000000322
114000000000327,1,113000000000220
114000000000328,1,113000000000326
114000000000329,1,113000000000335
114000000000330,1,113000000000316
114000000000331,1,113000000000332
114000000000332,1,113000000000343
114000000000333,1,113000000000333
114000000000334,1,113000000000336
114000000000335,1,113000000000381
114000000000336,1,113000000000330
114000000000337,1,113000000000323
114000000000338,2,"113000000000337,113000000016596"
114000000000339,1,113000000000364
114000000000340,1,113000000000346
114000000000341,1,113000000000307
114000000000342,2,"113000000000347,113000000004238"
114000000000343,1,113000000000329
114000000000344,1,113000000000353
114000000000345,1,113000000000355
114000000000346,1,113000000000396
114000000000347,1,113000000000212
114000000000348,1,113000000000341
114000000000349,1,113000000000352
114000000000350,1,113000000000350
114000000000351,1,113000000000349
114000000000352,1,113000000000348
114000000000353,1,113000000000357
114000000000354,1,113000000000362
114000000000355,1,113000000000359
114000000000356,2,"113000000000363,113000000005354"
114000000000357,1,113000000000344
114000000000358,1,113000000000356
114000000000359,1,113000000000328
114000000000360,1,113000000000334
114000000000361,1,113000000000369
114000000000362,1,113000000000367
114000000000363,1,113000000000366
114000000000364,1,113000000000384
114000000000365,1,113000000000340
114000000000366,1,113000000000371
114000000000367,1,113000000000380
114000000000368,1,113000000000392
114000000000369,1,113000000000358
114000000000370,1,113000000000391
114000000000371,1,113000000000372
114000000000372,3,"113000000000361,113000000004897,113000000010489"
114000000000373,1,113000000000388
114000000000374,1,113000000000377
114000000000375,1,113000000000342
114000000000376,1,113000000000376
