ID,hostHalo,numSubStruct,Mvir,npart,Xc,Yc,Zc,VXc,VYc,VZc,Rvir,Rmax,r2,mbp_offset,com_offset,Vmax,v_esc,sigV,lambda,lambdaE,Lx,Ly,Lz,b,c,Eax,Eay,Eaz,Ebx,Eby,Ebz,Ecx,Ecy,Ecz,ovdens,nbins,fMhires,Ekin,Epot,SurfP,Phi0,cNFW,numProgenitors,ProgenitorsID,redshift,snapshot
20000000000001,0,0,68242700000.0,79,507970.6509908,512544.40844059,493092.46987104,-68.11,-155.74,153.5,98.66,70.67,39.48897,9.79253,22.36656,191.29,254.097289,192.13,0.03364,0.028137,-0.6269,-0.4292,-0.6502,0.627573,0.425748,-0.355127,0.237453,0.904158,0.908785,0.314359,0.274386,-0.219077,0.919127,-0.327431,198.66,8,1.0,1259500000000000.0,-2030090000000000.0,-498908000000000.0,105477.0,5.1059,0,[-1],9.853,20
20000000000002,0,0,49853800000.0,58,506434.24655116,500830.08339239,494805.70402256,-102.79,76.29,137.45,92.05,55.63,30.05387,6.83491,7.89311,177.91,224.851395,165.14,0.079149,0.076471,0.9942,-0.08069,-0.07048,0.914957,0.695464,-0.046845,-0.201453,0.978377,-0.430553,0.887871,0.162202,0.901349,0.413645,0.128329,178.73,7,1.0,679798000000000.0,-1268000000000000.0,-191943000000000.0,85188.6,6.94965,0,[-1],9.853,20
20000000000003,0,0,51919400000.0,58,491160.54773331,506741.08096531,498729.13190297,81.61,-104.74,-26.5,92.84,50.47,27.42368,7.44045,7.71664,164.47,232.590947,165.58,0.085929,0.065804,-0.6807,-0.7151,0.1589,0.65885,0.387376,0.72163,-0.663784,0.196572,-0.509016,-0.316305,0.800534,0.469205,0.677748,0.566132,181.42,7,1.0,711772000000000.0,-1109150000000000.0,-430782000000000.0,71390.2,3.40541,0,[-1],9.853,20
20000000000004,0,0,38046800000.0,43,505391.77457492,501692.32288996,509725.78724225,-29.14,-46.67,-295.55,81.92,77.18,40.4701,21.27189,5.87731,146.53,208.220182,138.09,0.047436,0.033543,-0.7828,0.5732,-0.2422,0.427244,0.326767,-0.511321,0.412084,0.754147,0.745197,-0.224492,0.627921,0.428056,0.883057,-0.192296,193.51,6,1.0,362740000000000.0,-568944000000000.0,-370445000000000.0,39489.9,-1.0,0,[-1],9.853,20
20000000000005,0,0,37810500000.0,42,490056.47642272,486962.72926671,516766.27567836,34.49,86.3,-34.13,86.95,63.82,24.29934,7.3936,18.37086,150.77,201.476593,135.14,0.033359,0.030764,-0.5609,0.3821,0.7345,0.775116,0.576161,-0.265087,0.838933,-0.475311,0.948649,0.315159,0.027188,-0.172607,0.443696,0.879398,160.82,6,1.0,345250000000000.0,-671582000000000.0,-188054000000000.0,67189.3,4.88877,0,[-1],9.853,20
20000000000006,0,0,33294300000.0,36,496439.92501147,511698.03212671,491402.64006222,-50.83,-191.31,123.07,80.26,54.29,48.84795,11.41417,1.61822,149.52,196.778282,132.41,0.050245,0.04685,-0.6922,0.3129,-0.6503,0.778278,0.559753,0.753211,0.104605,0.649408,-0.554563,0.631924,0.541417,0.353742,0.767939,-0.533982,180.03,6,1.0,291863000000000.0,-572086000000000.0,-136132000000000.0,51856.2,5.44316,0,[-1],9.853,20
20000000000007,0,0,34090800000.0,35,500544.65640675,510053.94350399,497638.69832862,24.16,-216.44,78.35,78.19,38.58,31.96906,8.25343,11.89241,149.16,201.735975,148.2,0.017567,0.016022,-0.8362,0.3636,0.4106,0.540201,0.398054,-0.525077,0.847072,-0.082233,-0.289935,-0.0872,0.953066,0.800145,0.524275,0.291383,199.36,6,1.0,374395000000000.0,-662925000000000.0,-184981000000000.0,63258.2,4.45003,0,[-1],9.853,20
20000000000008,0,0,28926700000.0,35,512781.05553459,491492.38011416,496290.15431685,-199.3,153.21,130.2,77.4,25.11,16.17631,7.35075,11.51375,156.41,186.773747,137.73,0.045471,0.045759,-0.419,0.01886,-0.9078,0.532611,0.429228,-9.3e-05,0.581207,0.813756,-0.596094,0.653344,-0.466705,0.802915,0.485118,-0.346393,174.39,6,1.0,274368000000000.0,-529845000000000.0,-32483500000000.0,61872.8,9.25452,0,[-1],9.853,20
20000000000009,0,0,30756100000.0,34,497831.08440729,491215.27946912,493825.13876145,-9.65,261.94,219.23,78.02,25.44,20.37301,5.09359,10.83349,182.49,191.8258,165.06,0.041914,0.04774,0.8777,0.3304,-0.3471,0.597014,0.473159,-0.673905,0.184714,0.715355,0.300956,-0.815638,0.494125,0.674743,0.548284,0.494072,181.05,5,1.0,418967000000000.0,-786024000000000.0,-96491100000000.0,89800.7,15.7297,0,[-1],9.853,20
20000000000010,0,0,27421300000.0,33,485973.33223923,482618.464076,477923.58372522,81.28,136.32,155.42,81.29,33.97,33.97237,12.13286,9.84209,160.97,177.452142,131.35,0.034256,0.039031,-0.2331,-0.5808,0.78,0.62094,0.476013,0.076749,0.614824,0.784921,0.152201,0.770792,-0.618639,0.985365,-0.166946,0.034419,142.73,5,1.0,236559000000000.0,-516803000000000.0,-65376000000000.0,56596.6,13.0666,0,[-1],9.853,20
