ID,hostHalo,numSubStruct,Mvir,npart,Xc,Yc,Zc,VXc,VYc,VZc,Rvir,Rmax,r2,mbp_offset,com_offset,Vmax,v_esc,sigV,lambda,lambdaE,Lx,Ly,Lz,b,c,Eax,Eay,Eaz,Ebx,Eby,Ebz,Ecx,Ecy,Ecz,ovdens,nbins,fMhires,Ekin,Epot,SurfP,Phi0,cNFW,numProgenitors,ProgenitorsID,redshift,snapshot
34000000000001,0,1,561058000000.0,920,498236.77946221,495934.85891819,484070.86865468,-92.5,114.4,388.26,199.07,60.11,54.88842,6.63135,9.07101,376.2,440.617141,376.78,0.018948,0.020567,-0.8494,-0.207,0.4854,0.887546,0.669427,0.226713,0.152913,0.961883,0.910064,-0.385083,-0.153282,0.346966,0.910126,-0.226464,198.32,14,1.0,3.98241e+16,-7.19077e+16,-7952560000000000.0,631254.0,10.1104,1,[33000000000001],7.009,34
34000000000002,0,0,369055000000.0,573,507849.07332608,512215.00358111,493394.79900582,-66.64,-225.61,153.89,175.5,27.51,65.80241,3.16083,7.01667,335.38,380.600656,307.29,0.020879,0.021916,0.2079,0.558,0.8034,0.710991,0.556823,0.740836,0.500882,-0.447526,0.204418,0.466538,0.860555,-0.639825,0.729013,-0.243238,190.39,13,1.0,1.74242e+16,-3.21499e+16,-6139160000000000.0,433844.0,11.5945,1,[33000000000002],7.009,34
34000000000003,0,0,337463000000.0,477,520608.11718305,496596.2899419,492751.52958356,-340.0,-27.99,232.54,167.68,81.01,57.03693,4.9108,11.39167,314.74,372.331564,333.53,0.026132,0.024887,-0.3842,0.8357,0.3925,0.783313,0.492399,0.514758,0.1444,0.845087,0.44354,0.798696,-0.406641,-0.733687,0.584152,0.347088,199.59,13,1.0,1.87705e+16,-2.93786e+16,-3329280000000000.0,328916.0,9.66491,1,[33000000000003],7.009,34
34000000000004,0,0,269463000000.0,400,491317.89290514,506528.51335338,498636.54668214,91.61,-139.06,-34.82,155.52,33.18,21.16746,4.68971,2.7981,301.37,345.473027,271.58,0.023682,0.024915,0.1863,-0.2132,0.9591,0.70246,0.595736,-0.135316,0.753483,-0.643391,0.952672,-0.07947,-0.29343,0.272225,0.652647,0.707069,199.76,12,1.0,9937410000000000.0,-1.88369e+16,-2818730000000000.0,290799.0,11.1072,1,[33000000000004],7.009,34
34000000000005,0,0,241507000000.0,338,507421.66428953,510851.00625012,492036.47230123,-107.08,-163.67,270.15,151.12,60.5,86.68253,3.05605,5.4966,295.62,331.793945,306.13,0.016988,0.018345,0.3693,0.8559,-0.3619,0.794242,0.659036,0.668012,-0.340454,-0.661703,0.744031,0.321454,0.585734,-0.013291,0.883605,-0.468044,195.15,12,1.0,1.13163e+16,-1.90675e+16,-1257250000000000.0,339582.0,12.1421,1,[33000000000005],7.009,34
34000000000006,0,1,251369000000.0,312,498553.78766855,498539.72262806,524041.97222657,-131.6,-163.64,-176.0,152.33,43.0,74.97332,5.96247,15.52515,271.59,337.150938,291.44,0.063656,0.053218,-0.2836,-0.3767,-0.8819,0.773379,0.472395,0.427754,0.647465,-0.630726,0.313887,0.547961,0.77538,0.847645,-0.529648,0.031162,198.31,11,1.0,1.06752e+16,-1.56678e+16,-2881140000000000.0,229999.0,7.6488,1,[33000000000006],7.009,34
34000000000007,0,2,217188000000.0,288,477908.10763836,498180.71722984,482392.19486713,229.08,142.23,216.79,145.4,47.72,37.02485,7.84336,13.76652,258.32,320.768461,268.26,0.033272,0.028814,0.7369,0.1038,-0.668,0.681228,0.61681,0.953259,-0.302122,-0.004477,0.198959,0.616471,0.761826,0.227404,0.727108,-0.647767,197.01,11,1.0,7814730000000000.0,-1.20045e+16,-1894240000000000.0,236745.0,7.63835,2,"[33000000000008, 33000000000244]",7.009,34
34000000000008,0,1,218547000000.0,282,509928.48017277,494013.2139585,502034.64275751,-177.02,46.89,98.35,145.1,75.07,30.29407,7.16181,25.43048,245.58,326.53712,248.29,0.047281,0.04126,0.8911,-0.4446,0.0915,0.605005,0.575259,-0.557693,0.810529,-0.178946,0.284477,0.389169,0.87614,0.779777,0.437711,-0.447613,199.48,11,1.0,6736760000000000.0,-1.10536e+16,-3601250000000000.0,192472.0,5.56702,1,[33000000000016],7.009,34
34000000000009,0,0,199736000000.0,281,506216.63487476,500971.92111223,495080.22225421,-144.23,89.76,169.54,140.71,85.84,75.93732,2.66159,12.16862,234.21,312.700671,233.74,0.009042,0.00916,0.8942,-0.1782,0.4107,0.898299,0.758753,-0.287462,0.1897,0.938818,-0.523332,0.789828,-0.319837,0.802178,0.583255,0.127769,199.93,11,1.0,5456270000000000.0,-1.04669e+16,-1979700000000000.0,329004.0,4.9216,1,[33000000000012],7.009,34
34000000000010,0,0,212433000000.0,281,497788.58345488,491694.34671817,494264.37590433,-38.13,265.32,260.97,144.01,73.69,113.50561,5.86538,18.6522,258.11,318.763685,260.19,0.020767,0.019533,0.701,-0.5504,0.4535,0.911012,0.546239,0.164435,0.012867,0.986304,0.980418,-0.111975,-0.161993,0.108357,0.993628,-0.031028,198.33,11,1.0,7190930000000000.0,-1.19649e+16,-2096580000000000.0,281145.0,7.85548,1,[33000000000007],7.009,34
