ID,hostHalo,numSubStruct,Mvir,npart,Xc,Yc,Zc,VXc,VYc,VZc,Rvir,Rmax,r2,mbp_offset,com_offset,Vmax,v_esc,sigV,lambda,lambdaE,Lx,Ly,Lz,b,c,Eax,Eay,Eaz,Ebx,Eby,Ebz,Ecx,Ecy,Ecz,ovdens,nbins,fMhires,Ekin,Epot,SurfP,Phi0,cNFW,numProgenitors,ProgenitorsID,redshift,snapshot
28000000000001,0,0,289389000000.0,369,498310.61648286,495829.09889843,483768.61603364,-96.64,103.0,359.86,159.69,75.75,38.93051,8.24757,14.69874,308.83,376.330773,318.36,0.027345,0.023737,-0.7241,-0.6736,0.1481,0.871191,0.756884,-0.535653,0.743446,-0.400454,-0.292113,0.281812,0.913921,0.792304,0.606522,0.066216,198.43,12,1.0,1.46649e+16,-2.23853e+16,-4333560000000000.0,301084.0,8.39943,1,[27000000000001],8.086,28
28000000000002,0,0,219019000000.0,282,507904.6800023,512369.8314031,493258.03773744,-61.31,-194.77,164.24,145.85,73.63,110.79541,5.10258,7.56909,274.76,342.573451,280.39,0.029188,0.028027,0.8578,-0.00342,0.5139,0.790673,0.64096,-0.36244,0.034356,0.931373,0.830746,0.464912,0.306133,-0.42249,0.88469,-0.197044,197.11,11,1.0,8609570000000000.0,-1.45346e+16,-1886730000000000.0,316883.0,7.47643,1,[27000000000002],8.086,28
28000000000003,0,0,142392000000.0,186,491236.29368842,506632.98740983,498667.63874888,105.51,-146.12,-34.08,127.77,86.76,42.59268,3.64996,3.90571,228.34,295.125001,207.92,0.01531,0.01504,-0.6421,-0.2118,0.7367,0.833859,0.566326,-0.564804,0.770622,-0.295191,0.771542,0.366212,-0.520203,0.292778,0.521565,0.801406,190.64,10,1.0,3077950000000000.0,-6070060000000000.0,-1075610000000000.0,178980.0,6.10724,1,[27000000000003],8.086,28
28000000000004,0,0,125833000000.0,161,520830.04923428,496627.66561789,492497.65364563,-301.44,-38.32,303.39,120.8,69.66,54.66544,11.85019,5.90726,219.01,285.322283,209.28,0.071483,0.066461,-0.1673,-0.9648,0.2031,0.655495,0.509224,0.602534,-0.007149,0.798061,0.369325,0.888946,-0.270876,0.707496,-0.457956,-0.538261,199.33,10,1.0,2755680000000000.0,-4969480000000000.0,-664375000000000.0,122091.0,5.81475,1,[27000000000007],8.086,28
28000000000005,0,0,126393000000.0,159,505364.00973797,501660.98177433,509408.11634064,-33.69,-69.83,-356.29,120.87,86.77,16.25624,1.36681,9.7123,221.05,285.87472,214.08,0.029692,0.029075,-0.7566,0.3963,-0.5201,0.758595,0.565919,-0.446055,0.468613,0.76252,0.713028,-0.328878,0.619218,0.540949,0.819903,-0.187436,199.87,10,1.0,2896230000000000.0,-5372250000000000.0,-1051670000000000.0,233779.0,6.08485,1,[27000000000005],8.086,28
28000000000006,0,0,125124000000.0,158,507473.28348782,510953.2073788,491864.37026314,-89.5,-128.2,210.1,127.79,64.84,42.77677,10.42429,15.87883,226.07,276.621334,212.36,0.020695,0.019695,0.9153,0.2255,-0.3338,0.784107,0.592112,0.712369,-0.400577,-0.576254,0.579666,0.798716,0.161368,0.395623,-0.448988,0.801181,167.41,10,1.0,2821320000000000.0,-4989130000000000.0,-757132000000000.0,124378.0,8.2308,2,"[27000000000006, 27000000000156]",8.086,28
28000000000007,0,0,116888000000.0,145,506321.28767345,500917.1107541,494953.70232541,-126.5,83.12,143.42,118.27,88.28,55.91821,7.72677,10.74501,199.17,277.923658,186.26,0.015361,0.01498,0.5091,-0.6179,0.5992,0.852824,0.738078,-0.189872,0.375022,0.907363,0.322758,0.896652,-0.303056,0.927241,-0.235316,0.29129,197.31,9,1.0,2027550000000000.0,-4174110000000000.0,-1307850000000000.0,159112.0,3.20694,1,[27000000000004],8.086,28
28000000000008,0,0,109834000000.0,137,512836.11729741,500135.06039977,509707.39498734,-309.11,125.4,-176.74,115.9,80.17,68.01281,3.33306,5.09593,217.0,272.143761,203.47,0.021661,0.021596,-0.87,-0.04591,-0.4909,0.880225,0.595052,-0.328118,0.095448,0.939802,-0.538807,0.798263,-0.269189,0.775903,0.594698,0.210497,197.0,9,1.0,2273620000000000.0,-4294990000000000.0,-856677000000000.0,183260.0,7.24811,1,[27000000000008],8.086,28
28000000000009,0,0,105554000000.0,132,507649.59678054,495312.94591725,488584.21109617,-147.08,86.69,163.25,114.61,39.87,51.48382,6.17987,17.95736,217.69,268.283243,223.35,0.040839,0.038818,0.6383,0.1011,-0.7631,0.743775,0.564519,0.869575,0.493411,0.01963,-0.487446,0.864062,-0.125675,-0.078971,0.099716,0.991877,195.78,9,1.0,2632900000000000.0,-4348820000000000.0,-621531000000000.0,197502.0,7.93905,1,[27000000000009],8.086,28
28000000000010,0,0,95252400000.0,119,512552.46230534,491681.85421399,496419.80017935,-229.91,195.78,140.55,114.46,67.66,37.32258,4.85189,3.80586,214.82,255.027017,205.97,0.010937,0.011148,0.4783,-0.6594,-0.5801,0.905605,0.530015,-0.172545,0.720574,0.671566,0.529234,-0.507201,0.68019,0.830747,0.472779,-0.293837,177.38,9,1.0,2020560000000000.0,-3629800000000000.0,-195165000000000.0,154958.0,9.50821,1,[27000000000010],8.086,28
