ID,hostHalo,numSubStruct,Mvir,npart,Xc,Yc,Zc,VXc,VYc,VZc,Rvir,Rmax,r2,mbp_offset,com_offset,Vmax,v_esc,sigV,lambda,lambdaE,Lx,Ly,Lz,b,c,Eax,Eay,Eaz,Ebx,Eby,Ebz,Ecx,Ecy,Ecz,ovdens,nbins,fMhires,Ekin,Epot,SurfP,Phi0,cNFW,numProgenitors,ProgenitorsID,redshift,snapshot
36000000000001,0,3,1089140000000.0,1677,495330.67122999,512743.42745183,497962.08972672,70.03,-242.07,5.85,247.88,178.74,76.89208,3.5862,35.20768,391.78,537.43215,436.02,0.031581,0.026906,0.04744,0.7339,-0.6775,0.718824,0.53549,0.61665,0.787114,-0.01394,-0.472787,0.384439,0.792893,0.629455,-0.482347,0.609202,199.26,16,1.0,1.03531e+17,-1.60615e+17,-4.71488e+16,647137.0,3.91728,1,[35000000000001],6.643,36
36000000000002,0,0,394093000000.0,728,503289.42388296,483155.67262471,509004.2129159,-79.92,200.63,-265.81,176.76,23.67,158.27199,1.92334,18.70663,360.42,382.960291,298.94,0.019725,0.021197,-0.4286,0.6611,-0.6158,0.637247,0.505819,0.811611,0.026751,-0.583586,-0.198588,0.952097,-0.23254,0.549409,0.304625,0.778044,198.85,14,1.0,1.76091e+16,-3.42838e+16,-8144800000000000.0,482728.0,15.1141,1,[35000000000004],6.643,36
36000000000003,0,3,522443000000.0,723,495211.14659864,512302.71333872,497788.97517411,213.7,-103.08,136.02,194.18,98.86,79.46591,5.71922,34.693,317.1,421.113556,353.79,0.05885,0.04436,0.1346,0.0451,-0.9899,0.777649,0.581469,0.539595,0.710228,0.452122,0.635479,-0.695832,0.33464,-0.552271,-0.106744,0.826802,198.84,14,1.0,3.26965e+16,-4.58224e+16,-1.52964e+16,362539.0,5.16335,1,[35000000000006],6.643,36
36000000000004,0,0,442669000000.0,719,506244.79386542,491270.2239222,518811.90803316,-154.21,156.66,-472.75,183.55,59.49,118.52223,5.26811,8.11894,337.22,398.170152,346.16,0.013122,0.014112,0.3433,0.4025,0.8486,0.659325,0.563134,0.723649,-0.599748,0.341519,0.056951,0.545037,0.836475,0.687815,0.585864,-0.428572,199.48,14,1.0,2.6522e+16,-4.68144e+16,-5446930000000000.0,560888.0,9.74773,1,[35000000000005],6.643,36
36000000000005,0,0,407226000000.0,701,501508.05711746,485469.11243881,481860.97613403,15.87,-43.83,161.18,178.86,21.38,16.74114,3.6576,10.16205,365.97,386.876606,327.77,0.026408,0.028593,0.65,0.7569,0.06727,0.775812,0.566923,-0.491051,0.313875,0.81262,0.782186,0.569503,0.252689,-0.383477,0.759703,-0.525163,198.34,14,1.0,2.18752e+16,-3.9739e+16,-3783890000000000.0,464994.0,15.3939,1,[35000000000003],6.643,36
36000000000006,0,0,373458000000.0,701,512751.36943691,508921.920268,504802.42061221,-296.88,-252.65,-102.4,173.72,15.94,5.67134,3.19762,5.53963,428.09,375.929664,335.05,0.017229,0.021679,-0.4161,0.7592,-0.5005,0.693263,0.484382,-0.391241,0.636306,0.664865,0.706157,-0.255712,0.660268,0.590147,0.727823,-0.349287,198.52,14,1.0,2.09625e+16,-4.18523e+16,-4295650000000000.0,607216.0,29.3746,1,[35000000000002],6.643,36
36000000000007,0,0,394370000000.0,635,502947.09351005,483251.64385927,509294.94505006,86.05,164.79,-298.84,177.04,130.18,20.21604,1.69811,8.99938,286.77,382.672629,304.46,0.01978,0.020217,-0.1283,0.7743,0.6196,0.764994,0.651913,0.676098,-0.304773,-0.670824,0.107152,0.941433,-0.319722,0.728979,0.144283,0.669158,198.06,13,1.0,1.82782e+16,-3.33617e+16,-5584710000000000.0,417290.0,4.94025,1,[35000000000007],6.643,36
36000000000008,0,1,397432000000.0,626,508169.44241524,499351.75975164,517646.01270358,-231.59,-187.98,-335.25,177.75,43.55,18.77563,5.68337,10.77946,364.66,383.38012,344.55,0.016923,0.01961,0.5212,-0.5707,-0.6345,0.739239,0.509006,0.643159,0.642176,0.417081,-0.003224,-0.542406,0.84011,0.765726,-0.541669,-0.346783,197.19,13,1.0,2.35899e+16,-4.32004e+16,-3848170000000000.0,540672.0,15.7185,1,[35000000000008],6.643,36
36000000000009,0,2,401051000000.0,565,499477.46669021,502933.07103843,497063.10451588,-68.5,-80.72,130.1,177.96,104.74,76.86472,5.92545,18.06383,299.62,384.90178,306.2,0.052117,0.04737,0.3318,0.3617,-0.8712,0.645142,0.520993,0.819365,-0.509322,0.26312,-0.31483,-0.016212,0.94901,0.479086,0.860423,0.173634,198.31,13,1.0,1.88015e+16,-3.10725e+16,-6230860000000000.0,338477.0,6.33332,1,[35000000000009],6.643,36
36000000000010,0,0,384992000000.0,553,496959.27425321,514215.9623554,500763.42203531,10.22,-203.32,-116.31,175.08,79.32,170.09051,5.82757,8.67335,316.69,380.19614,333.18,0.036035,0.035002,0.4717,-0.852,-0.2274,0.617802,0.566254,0.389917,0.166598,0.905654,0.890587,0.181841,-0.41688,-0.234137,0.969112,-0.077467,199.89,13,1.0,2.1369e+16,-3.44948e+16,-4090220000000000.0,363762.0,9.0247,2,"[35000000000010, 35000000000779]",6.643,36
36000000000011,0,0,347189000000.0,509,494758.29850269,507199.03013374,501439.33597999,96.99,-259.19,-82.53,169.5,95.03,94.46614,4.62476,16.21645,299.93,366.949221,303.05,0.026273,0.025923,-0.1145,0.8999,-0.4209,0.695246,0.517168,0.583495,-0.378151,0.718704,0.715828,0.657461,-0.235233,0.383567,-0.651726,-0.654317,198.68,13,1.0,1.59424e+16,-2.73202e+16,-4944930000000000.0,342973.0,8.23453,1,[35000000000011],6.643,36
36000000000012,0,1,278577000000.0,447,491037.09688929,505913.71147359,484689.32680419,3.05,11.28,354.28,157.24,48.38,34.74485,1.35934,17.42747,291.03,341.270218,273.85,0.023036,0.02561,0.808,-0.3882,-0.4431,0.597567,0.529347,0.764486,0.038851,0.643468,-0.128629,0.987303,0.09321,-0.631676,-0.154026,0.759777,199.68,12,1.0,1.04455e+16,-2.04704e+16,-3231370000000000.0,386836.0,10.0574,1,[35000000000012],6.643,36
36000000000013,0,1,305906000000.0,426,482477.18574509,497708.6096529,496433.42882868,73.75,31.3,-77.4,162.91,135.13,39.23787,6.33927,33.36,254.61,352.090244,274.61,0.0549,0.046907,-0.6055,-0.7897,-0.09887,0.807088,0.607529,-0.434333,0.739709,-0.513989,-0.030892,0.558054,0.829229,0.900223,0.37604,-0.21953,197.17,12,1.0,1.15346e+16,-1.84259e+16,-5752200000000000.0,236659.0,3.68522,1,[35000000000016],6.643,36
36000000000014,0,0,282538000000.0,420,504542.88207932,507363.77649749,504947.26841023,-174.96,-240.87,-237.45,158.34,15.63,6.91746,3.50385,9.11285,310.36,342.485054,276.79,0.056868,0.061116,0.7002,0.2899,-0.6524,0.855405,0.659177,0.526399,0.013285,0.850134,0.731177,0.503211,-0.460606,-0.433916,0.864061,0.255176,198.31,12,1.0,1.08231e+16,-2.03921e+16,-2687130000000000.0,319945.0,13.0122,1,[35000000000014],6.643,36
36000000000015,0,1,236140000000.0,412,497808.46852809,516615.45224488,497307.90002892,-62.6,-299.01,105.24,151.25,24.35,15.74277,2.95555,9.38549,323.38,320.368202,281.2,0.034873,0.040741,-0.7623,-0.4211,0.4915,0.927067,0.667887,0.806089,0.438042,0.397921,-0.468186,0.060763,0.881539,-0.361972,0.896899,-0.254065,190.19,12,1.0,9336520000000000.0,-1.76065e+16,-1729300000000000.0,315121.0,19.538,1,[35000000000013],6.643,36
36000000000016,0,0,284455000000.0,410,501409.32823221,509570.9823072,487578.00211509,-66.58,-186.83,359.59,158.33,64.21,12.61561,6.99578,4.27103,294.21,343.665841,297.49,0.013152,0.013699,-0.5751,0.6034,-0.5524,0.880217,0.670801,0.578387,0.799646,0.161353,0.280481,-0.380671,0.881147,0.766028,-0.464388,-0.444461,199.72,12,1.0,1.25873e+16,-2.16996e+16,-2303150000000000.0,335913.0,10.232,1,[35000000000018],6.643,36
36000000000017,0,1,286421000000.0,401,497702.61560168,489880.51073892,503859.01189986,106.4,231.06,-48.27,158.66,60.46,100.67758,5.08712,7.68413,277.36,344.485543,276.35,0.024818,0.02313,0.1788,-0.9312,0.3178,0.755787,0.617735,0.584943,0.090404,0.80602,-0.209567,0.976869,0.04252,0.783533,0.193787,-0.590359,199.83,12,1.0,1.09367e+16,-1.83171e+16,-3336960000000000.0,272188.0,7.6294,1,[35000000000017],6.643,36
36000000000018,0,1,235532000000.0,401,478871.78774063,497902.89906355,492117.76692134,94.38,-13.15,174.28,149.28,14.61,8.43443,4.83081,10.53806,319.14,322.057902,255.19,0.03464,0.040718,-0.9102,0.2287,-0.3452,0.730417,0.636294,-0.22359,0.821265,0.52491,0.881637,-0.05922,0.468197,0.4156,0.567465,-0.710817,197.31,12,1.0,7669230000000000.0,-1.61083e+16,-2299040000000000.0,332062.0,18.286,1,[35000000000015],6.643,36
36000000000019,0,1,281209000000.0,398,503029.73214318,489453.71443484,518296.52175182,82.58,255.48,-455.29,158.06,37.84,12.26491,4.66686,23.74829,277.6,341.987039,264.19,0.051371,0.048199,0.009736,-0.5554,0.8315,0.756539,0.569977,0.457816,0.788517,-0.410664,0.606293,0.060933,0.792904,0.650241,-0.611987,-0.450176,198.44,12,1.0,9813580000000000.0,-1.70516e+16,-5214940000000000.0,270080.0,7.95546,1,[35000000000022],6.643,36
36000000000020,0,0,278195000000.0,386,495340.22808075,504320.59831089,505438.85760837,130.95,-220.07,-201.59,159.12,90.5,118.58801,4.40576,13.5915,282.02,339.015985,294.92,0.025974,0.027399,-0.9121,0.005246,-0.41,0.707656,0.582333,-0.543864,0.824498,-0.156255,0.830555,0.555482,0.040223,-0.119961,0.107903,0.986897,192.43,12,1.0,1.20982e+16,-2.09927e+16,-1915380000000000.0,324973.0,8.97024,1,[35000000000019],6.643,36
36000000000021,0,2,286201000000.0,381,503942.81645616,493061.07064088,519447.81045119,27.72,38.69,-493.54,159.26,83.39,115.46487,6.12084,10.21287,271.89,343.705518,281.23,0.056968,0.052797,-0.5043,0.4577,0.7323,0.670024,0.443175,0.387955,-0.422371,0.819203,-0.390022,0.730082,0.561126,0.835089,0.537199,-0.118505,197.43,12,1.0,1.13179e+16,-1.8578e+16,-4337860000000000.0,264411.0,6.94069,1,[35000000000027],6.643,36
36000000000022,0,0,250126000000.0,380,501567.20397902,479176.99422993,506618.37956944,82.56,243.15,-225.33,152.01,54.47,6.21189,6.21034,8.33136,271.25,328.887744,265.17,0.025324,0.026638,0.367,-0.3327,-0.8687,0.718637,0.582398,0.38517,0.772103,0.505471,0.017786,-0.553841,0.832433,0.922674,-0.311638,-0.227056,198.43,12,1.0,8793750000000000.0,-1.62782e+16,-2475920000000000.0,259814.0,8.60686,1,[35000000000021],6.643,36
36000000000023,0,0,245916000000.0,379,494297.17695429,504575.95572585,505907.80732178,337.9,-182.25,-380.14,150.8,113.81,146.43474,6.61884,10.17719,248.45,327.415616,260.26,0.010199,0.010828,0.3924,-0.05538,-0.9181,0.580961,0.520681,0.983565,-0.107065,0.145384,0.092951,0.99057,0.100649,-0.154789,-0.085482,0.984242,199.83,12,1.0,8328470000000000.0,-1.57562e+16,-2596990000000000.0,295408.0,5.39541,1,[35000000000024],6.643,36
36000000000024,0,1,259777000000.0,372,501957.41397078,482422.53097155,504324.80278835,-64.04,184.32,187.8,152.21,68.62,22.99438,6.37151,16.35455,265.08,336.099141,275.16,0.061702,0.059316,0.5265,-0.8472,-0.07138,0.782419,0.676887,0.495607,0.844732,0.201993,0.54503,-0.48355,0.684925,0.676252,-0.229361,-0.700055,205.29,12,1.0,9834250000000000.0,-1.65681e+16,-3270840000000000.0,247056.0,6.95711,1,[35000000000020],6.643,36
36000000000025,0,0,263148000000.0,360,502012.48377562,503477.13381052,507970.41878104,-97.02,-63.57,-347.19,156.03,61.55,45.20444,2.17044,10.65689,304.73,332.967919,308.19,0.036581,0.0366,-0.3699,0.5293,-0.7636,0.741368,0.542568,0.859214,-0.303845,-0.411619,0.500628,0.665169,0.554005,0.105464,-0.682077,0.723635,193.04,12,1.0,1.24974e+16,-1.97986e+16,-1451370000000000.0,301523.0,13.5367,1,[35000000000023],6.643,36
36000000000026,0,0,256711000000.0,356,502326.36928558,482818.50035374,504492.50523861,-265.58,37.06,110.34,153.48,84.33,73.43649,6.00049,15.20685,257.95,331.589584,258.73,0.030074,0.027829,0.7647,0.4887,-0.4199,0.80888,0.757559,0.805284,0.588622,-0.071003,-0.554799,0.790358,0.259868,0.209082,-0.169875,0.96303,197.86,12,1.0,8592570000000000.0,-1.46345e+16,-2453240000000000.0,242247.0,6.30945,1,[35000000000025],6.643,36
36000000000027,0,0,257597000000.0,348,498437.82186508,505480.66364394,502083.78583193,-10.63,-175.58,22.1,153.4,77.18,15.71938,5.57969,6.81798,272.77,332.248003,288.42,0.059894,0.056479,0.6919,-0.4491,0.5654,0.826817,0.590429,-0.462003,-0.413129,0.784778,0.84651,-0.469346,0.251267,0.264527,0.780409,0.566558,198.85,12,1.0,1.07145e+16,-1.70359e+16,-1932910000000000.0,239477.0,8.41733,2,"[35000000000028, 35000000000315]",6.643,36
36000000000028,0,2,252374000000.0,334,502385.96541541,488006.13577404,484637.38437683,-65.95,-24.93,114.57,152.14,81.18,90.63747,3.96221,16.2223,263.17,331.330321,269.81,0.033847,0.031331,-0.8496,-0.07583,0.522,0.653188,0.540852,0.167571,0.47158,0.865755,0.859509,0.360243,-0.362588,0.482871,-0.804883,0.34496,199.71,12,1.0,9186060000000000.0,-1.50817e+16,-2875910000000000.0,249806.0,7.22796,2,"[35000000000030, 35000000000973]",6.643,36
36000000000029,0,1,250782000000.0,331,505097.51530794,491534.02906198,513813.43603134,-109.1,64.19,-193.16,152.02,72.77,61.58178,7.1449,9.22101,278.1,329.309592,283.95,0.042342,0.036922,0.3801,-0.5798,-0.7206,0.751693,0.594131,0.055933,-0.031064,0.997951,0.933229,0.356912,-0.041195,-0.354902,0.933621,0.048953,198.92,12,1.0,1.01096e+16,-1.52796e+16,-2704540000000000.0,223935.0,9.62163,1,[35000000000029],6.643,36
36000000000030,0,1,233896000000.0,319,495881.83094473,513743.28136444,498095.09428108,-15.91,-410.12,-8.67,148.76,115.23,72.38986,0.9914,25.87953,233.04,322.443734,252.08,0.090945,0.069131,0.2965,-0.2859,0.9112,0.691958,0.601734,-0.124024,0.982303,0.140353,-0.709636,-0.18667,0.67939,0.693567,-0.015339,0.720229,197.97,12,1.0,7431520000000000.0,-1.09236e+16,-4223640000000000.0,255901.0,3.69567,2,"[35000000000031, 35000000000220]",6.643,36
36000000000031,0,1,217150000000.0,316,505574.1990606,491221.70483073,512983.97531112,-245.18,120.52,-194.65,144.79,98.62,31.06919,3.63112,21.87152,230.99,313.995156,244.3,0.082596,0.072565,-0.4626,-0.8862,-0.0242,0.66754,0.525474,-0.510017,0.759106,0.404526,0.337488,-0.255983,0.905856,0.791192,0.598524,-0.125634,199.37,11,1.0,6479810000000000.0,-1.06111e+16,-3040280000000000.0,228598.0,4.262,1,[35000000000033],6.643,36
