ID,hostHalo,numSubStruct,Mvir,npart,Xc,Yc,Zc,VXc,VYc,VZc,Rvir,Rmax,r2,mbp_offset,com_offset,Vmax,v_esc,sigV,lambda,lambdaE,Lx,Ly,Lz,b,c,Eax,Eay,Eaz,Ebx,Eby,Ebz,Ecx,Ecy,Ecz,ovdens,nbins,fMhires,Ekin,Epot,SurfP,Phi0,cNFW,numProgenitors,ProgenitorsID,redshift,snapshot
32000000000001,0,0,545290000000.0,755,495287.01639757,512796.09377791,497914.2404911,60.44,-143.72,65.54,196.81,115.99,103.84422,8.82985,21.79439,353.12,446.874447,400.71,0.043835,0.03161,0.7592,0.1106,0.6414,0.727881,0.545601,0.415208,0.907589,0.062328,-0.132868,-0.007279,0.991107,0.899971,-0.419797,0.117567,199.57,14,1.0,4.37773e+16,-5.78884e+16,-1.07106e+16,370652.0,6.96159,1,[31000000000001],7.353,32
32000000000002,0,1,282272000000.0,500,512917.9337195,509055.08335148,504841.00942101,-286.89,-248.85,-96.14,157.96,48.32,39.5778,3.4929,22.33265,305.05,358.309048,283.72,0.017222,0.018631,0.3792,0.4804,-0.7908,0.62345,0.449583,-0.202008,0.648945,0.733528,-0.756696,0.372075,-0.53756,0.621775,0.663649,-0.415893,199.82,13,1.0,1.13607e+16,-2.19634e+16,-4139650000000000.0,374500.0,9.98202,1,[31000000000002],7.353,32
32000000000003,0,0,316715000000.0,456,501508.12422479,485500.97300456,481761.73938738,14.31,-45.59,161.39,164.86,87.85,34.42827,6.96555,13.42055,290.21,371.51017,295.79,0.024303,0.023429,0.4723,0.8424,0.2595,0.640754,0.52613,0.713752,-0.177779,-0.67746,0.651667,0.523047,0.549319,-0.256686,0.833556,-0.489179,197.2,12,1.0,1.38553e+16,-2.40113e+16,-3967190000000000.0,315599.0,6.46465,1,[31000000000005],7.353,32
32000000000004,0,0,321594000000.0,440,495392.3693725,513057.37665721,498006.48327385,59.43,-363.19,-42.28,148.21,128.28,35.44279,3.9796,6.60879,281.19,396.620092,310.14,0.091587,0.066663,-0.3989,0.7699,-0.4982,0.841114,0.616776,0.13063,0.888119,0.440659,0.984593,-0.064097,-0.162692,0.116245,-0.455123,0.882808,275.6,12,1.0,1.54667e+16,-2.21067e+16,-1.10871e+16,273491.0,2.89355,1,[31000000000003],7.353,32
32000000000005,0,0,266881000000.0,434,503351.1574171,483027.3088752,509148.28509701,-82.4,212.45,-253.89,156.22,98.05,96.14277,1.42253,8.78455,276.15,350.337607,278.04,0.035172,0.038126,-0.1946,-0.2399,-0.9511,0.771621,0.610325,0.830588,0.15746,-0.534163,-0.33667,0.906037,-0.256419,0.443595,0.392816,0.805555,195.3,12,1.0,1.03156e+16,-1.99382e+16,-2267600000000000.0,372499.0,6.80489,1,[31000000000004],7.353,32
32000000000006,0,0,274277000000.0,413,502916.3569212,483153.71200442,509456.70902729,66.06,171.46,-279.5,157.3,74.7,89.51222,3.56712,3.85523,292.21,353.941613,301.27,0.047991,0.050262,0.7957,0.4254,0.4313,0.805403,0.69274,0.799814,-0.27002,-0.536084,0.165418,0.957675,-0.235574,0.577004,0.099738,0.810628,196.62,12,1.0,1.24473e+16,-2.18695e+16,-2812840000000000.0,337577.0,8.64939,1,[31000000000006],7.353,32
32000000000007,0,0,277729000000.0,365,508280.23598744,499427.1512215,517831.89865259,-221.25,-154.81,-319.1,158.48,52.38,48.96132,8.52309,9.26915,331.88,354.828336,324.23,0.017787,0.017854,0.3559,-0.7481,0.5601,0.692237,0.507028,0.769743,0.587229,0.250317,0.090036,-0.488082,0.868141,-0.631973,0.645708,0.42857,194.66,12,1.0,1.45978e+16,-2.34055e+16,-2615140000000000.0,336422.0,14.7417,1,[31000000000007],7.353,32
32000000000008,0,0,272028000000.0,361,506321.76399231,491193.52698326,519098.61564636,-137.96,132.01,-464.47,156.76,84.15,19.44909,5.30814,11.19932,286.44,353.088056,301.97,0.010085,0.010024,0.02936,0.7141,0.6994,0.682573,0.635211,0.671961,-0.566147,0.477437,-0.500653,0.127786,0.856165,0.545725,0.814339,0.197576,197.01,12,1.0,1.24028e+16,-2.07791e+16,-2732920000000000.0,375093.0,7.93159,1,[31000000000008],7.353,32
32000000000009,0,0,205379000000.0,286,491009.88805294,505899.00016785,484464.88082409,18.7,3.8,341.7,142.76,92.46,65.0648,1.19305,19.32266,251.76,321.489769,260.76,0.00871,0.00854,0.8371,0.5298,0.1359,0.782864,0.648332,0.744801,0.196885,0.63758,-0.092969,0.976779,-0.193027,-0.660779,0.084492,0.74581,196.93,11,1.0,6982290000000000.0,-1.20845e+16,-1850690000000000.0,415201.0,6.55792,1,[31000000000010],7.353,32
32000000000010,0,0,182300000000.0,285,497859.19799361,516795.17224778,497276.77813796,-71.29,-283.08,85.28,137.44,19.66,8.55782,5.62204,8.81204,337.16,308.701334,277.44,0.015458,0.019072,-0.1777,-0.8182,0.5467,0.763068,0.686141,0.778719,0.48426,0.398859,-0.547878,0.215177,0.808411,-0.305656,0.848051,-0.432878,195.92,11,1.0,7015910000000000.0,-1.36273e+16,-1458480000000000.0,309125.0,25.614,1,[31000000000009],7.353,32
