ID,hostHalo,numSubStruct,Mvir,npart,Xc,Yc,Zc,VXc,VYc,VZc,Rvir,Rmax,r2,mbp_offset,com_offset,Vmax,v_esc,sigV,lambda,lambdaE,Lx,Ly,Lz,b,c,Eax,Eay,Eaz,Ebx,Eby,Ebz,Ecx,Ecy,Ecz,ovdens,nbins,fMhires,Ekin,Epot,SurfP,Phi0,cNFW,numProgenitors,ProgenitorsID,redshift,snapshot
18000000000001,0,0,108416000000.0,131,513362.77090013,509541.5301621,505024.51695502,-238.99,-227.17,-71.01,120.76,57.71,35.04314,8.19746,10.48119,240.65,296.337012,235.61,0.003867,0.003759,-0.6293,0.1166,-0.7684,0.687023,0.639586,-0.053276,0.626809,0.777349,-0.58439,0.611658,-0.533257,0.809722,0.482685,-0.333714,172.16,9,1.0,3009080000000000.0,-5258480000000000.0,-717859000000000.0,175497.0,7.97188,0,[-1],10.372,18
18000000000002,0,0,72050000000.0,82,503453.39377721,482683.02943971,509578.38694255,-72.92,179.73,-216.1,101.05,47.78,84.50434,4.50759,14.27961,199.4,264.093336,196.67,0.024712,0.022175,-0.4772,0.1753,-0.8611,0.706553,0.501564,0.867448,0.127767,-0.480843,-0.101255,0.991573,0.08081,0.487116,-0.02141,0.873075,195.29,8,1.0,1393430000000000.0,-2405060000000000.0,-658499000000000.0,150700.0,5.21409,0,[-1],10.372,18
18000000000003,0,0,68802900000.0,77,497972.42714299,517265.14321786,497159.0279429,-66.82,-246.18,50.55,100.25,60.31,38.56863,12.27968,2.86797,207.68,259.101161,193.14,0.06771,0.058452,-0.2032,-0.873,0.4433,0.560079,0.405318,0.840131,0.234849,0.488903,-0.434252,-0.248824,0.865744,-0.32497,0.939645,0.10706,190.99,8,1.0,1283340000000000.0,-2143880000000000.0,-244311000000000.0,90035.3,7.45181,0,[-1],10.372,18
18000000000004,0,0,63490100000.0,72,478683.91642204,497922.12324265,491766.97471203,67.38,-4.36,133.51,96.84,26.66,71.99761,4.76352,13.402,203.54,253.232071,184.38,0.026165,0.025232,0.8604,0.5062,-0.05917,0.721922,0.484503,-0.172809,0.785433,0.594333,0.655769,-0.358484,0.664422,0.734918,0.504563,-0.453114,195.48,8,1.0,1079170000000000.0,-2025700000000000.0,-581749000000000.0,122026.0,7.56224,0,[-1],10.372,18
18000000000005,0,0,52628300000.0,61,502783.97649527,482886.60869002,509957.62273669,57.62,125.67,-237.13,97.07,37.69,54.73839,10.02048,8.39181,192.15,230.289091,173.53,0.028276,0.027873,0.0557,0.7922,-0.6078,0.993252,0.667849,-0.732462,0.499569,0.462526,0.001336,-0.678322,0.734764,0.680807,0.538805,0.496177,160.92,7,1.0,792385000000000.0,-1470420000000000.0,-325040000000000.0,96356.7,9.09708,0,[-1],10.372,18
18000000000006,0,0,28217800000.0,32,490964.34882709,505953.22109404,483906.92472458,22.78,-38.13,299.56,74.04,26.11,57.92219,4.83675,5.85684,187.98,193.069724,158.24,0.061166,0.072857,0.6209,0.7266,0.2941,0.624463,0.513273,-0.579143,0.69852,-0.420313,-0.483552,0.120747,0.866948,0.656332,0.70533,0.267841,194.37,5,1.0,353290000000000.0,-726385000000000.0,-84903500000000.0,92455.3,17.1473,0,[-1],10.372,18
18000000000007,0,0,30283500000.0,32,501387.63255543,485574.44082366,481537.9463964,54.21,-32.1,126.82,76.26,24.38,57.18345,9.13,4.74045,159.01,197.0864,149.2,0.044496,0.041185,0.1444,-0.6535,0.743,0.760549,0.627773,0.915948,-0.288457,-0.278985,0.350651,0.237221,0.905964,0.195151,0.927641,-0.31843,190.95,5,1.0,337082000000000.0,-589014000000000.0,-133749000000000.0,61200.4,7.71222,0,[-1],10.372,18
18000000000008,0,0,26948700000.0,31,499805.38288752,521710.85675557,499879.90260124,-71.12,-332.24,32.6,76.93,55.51,48.9942,1.49871,17.6511,143.79,185.10464,141.12,0.023729,0.022842,0.2737,0.9063,-0.322,0.511608,0.389452,0.277586,0.44326,0.85233,0.96058,-0.142113,-0.238933,0.015218,0.885056,-0.465236,165.51,5,1.0,268330000000000.0,-482231000000000.0,-181542000000000.0,152641.0,6.25423,0,[-1],10.372,18
18000000000009,0,0,22817400000.0,31,502450.88338852,482408.72099996,503866.60918593,-150.37,58.43,183.2,69.14,20.38,59.01509,10.92733,14.09168,134.41,179.660755,101.34,0.029041,0.031558,0.2978,-0.9486,-0.1072,0.693773,0.637374,0.342092,0.938544,0.045906,0.899661,-0.34124,0.272333,-0.271262,0.051863,0.961107,193.01,5,1.0,117156000000000.0,-334580000000000.0,-65501900000000.0,48302.1,4.87832,0,[-1],10.372,18
18000000000010,0,0,28778100000.0,30,497518.78661268,491051.74050612,503182.76180941,21.81,83.51,42.21,76.35,22.64,14.10035,9.88311,11.26379,168.62,192.014451,152.15,0.01978,0.018916,0.1145,0.3831,-0.9166,0.607063,0.507128,0.405578,0.683585,0.60681,0.515482,-0.719277,0.465745,0.754841,0.123904,-0.644099,180.83,5,1.0,333095000000000.0,-575684000000000.0,-134428000000000.0,65613.5,11.4273,0,[-1],10.372,18
