ID,hostHalo,numSubStruct,Mvir,npart,Xc,Yc,Zc,VXc,VYc,VZc,Rvir,Rmax,r2,mbp_offset,com_offset,Vmax,v_esc,sigV,lambda,lambdaE,Lx,Ly,Lz,b,c,Eax,Eay,Eaz,Ebx,Eby,Ebz,Ecx,Ecy,Ecz,ovdens,nbins,fMhires,Ekin,Epot,SurfP,Phi0,cNFW
50000000000001,0,3,3394080000000.0,6177,495573.09523225,512087.62526512,497949.26848263,145.21,-200.87,34.25,360.73,136.56,280.9133,1.80601,15.2159,492.02,674.354439,544.1,0.02149,0.01746,-0.93,-0.3606,-0.07103,0.734407,0.664093,0.366511,0.918527,0.148251,-0.064623,-0.133823,0.988896,0.928167,-0.372021,0.010311,199.96,20,1.0,5.02404e+17,-7.56861e+17,-2.25641e+17,1006210.0,3.96951
50000000000002,0,3,2444280000000.0,4341,501807.14045252,482875.58271771,504695.55528391,-78.93,121.11,106.45,323.63,193.71,149.33648,1.53778,22.97832,466.82,603.982374,504.48,0.042693,0.037235,-0.4469,-0.8721,0.1995,0.912157,0.793383,0.627119,0.321472,0.709491,-0.185786,0.946305,-0.264557,0.756443,-0.034095,-0.653171,199.42,19,1.0,3.1104e+17,-4.8055e+17,-8.51732e+16,973441.0,6.07441
50000000000003,0,3,2323780000000.0,4065,503089.52271938,483580.24761081,508471.24382854,-40.58,188.16,-341.82,317.97,224.46,146.34242,44.08102,5.51395,435.73,594.055822,478.99,0.048446,0.041191,0.6923,0.187,-0.697,0.817817,0.648007,-0.598819,0.262092,0.756785,0.299319,0.949701,-0.092062,0.742848,-0.171392,0.647149,199.89,18,0.998749,2.66573e+17,-4.14774e+17,-1.02792e+17,947832.0,4.15381
50000000000004,0,5,2191230000000.0,3697,496449.44623665,497646.19004752,505160.31874031,260.9,223.63,-29.92,311.83,183.19,193.89274,3.03887,22.95722,453.28,582.519753,495.97,0.023606,0.020489,-0.1784,0.8021,0.5699,0.68458,0.614737,0.945148,0.228351,0.233561,-0.306005,0.368872,0.877664,-0.114262,0.900994,-0.418515,199.85,18,1.0,2.69502e+17,-4.09533e+17,-9.0968e+16,1007580.0,6.32139
50000000000005,0,2,1755310000000.0,3196,503324.06535745,487920.41838169,485024.9234587,-314.09,-36.81,144.3,289.55,191.7,5.98768,2.87977,16.24796,412.57,541.68271,462.52,0.04437,0.039301,-0.2222,0.6126,0.7585,0.534647,0.49264,0.981043,-0.043677,0.188804,-0.155093,0.407197,0.900076,0.116193,0.912295,-0.392704,199.96,18,1.0,1.87755e+17,-2.88529e+17,-4.85351e+16,983748.0,5.57449
50000000000006,0,0,1519730000000.0,3107,504857.6485027,491760.66036176,513209.49190795,-129.38,157.56,-427.78,275.74,25.58,27.28294,1.79155,10.59587,510.83,515.905426,441.94,0.029654,0.033874,-0.6136,-0.7813,0.1141,0.805043,0.73233,0.021926,0.087332,0.995938,0.972049,0.231053,-0.041661,-0.233753,0.969014,-0.079825,200.47,18,1.0,1.48409e+17,-2.80345e+17,-4.81114e+16,1325980.0,18.2397
50000000000007,0,2,1654290000000.0,3099,482703.43810524,497875.79109407,496285.05447548,132.76,66.13,-42.21,283.96,134.51,146.84848,3.30443,18.0381,432.28,530.367901,466.03,0.02442,0.025699,0.9976,0.01084,0.06849,0.798588,0.716815,0.896388,-0.342939,0.280858,0.437202,0.788481,-0.432611,-0.073093,0.510579,0.856719,199.8,18,1.0,1.79643e+17,-3.08491e+17,-3.30924e+16,1038730.0,8.12037
50000000000008,0,3,1763840000000.0,3069,497020.81468122,513708.62161248,500371.23350126,19.42,-301.42,-197.21,290.18,201.42,55.88129,1.40309,13.21041,404.83,542.596907,454.05,0.025548,0.021203,0.1677,-0.3824,-0.9087,0.804752,0.658391,0.438391,-0.000703,0.898784,0.411369,0.889266,-0.199954,0.799118,-0.45739,-0.390135,199.63,18,1.0,1.8182e+17,-2.70964e+17,-5.60503e+16,803262.0,4.83728
50000000000009,0,1,1451540000000.0,2794,495652.12966742,503919.37481297,504896.91651668,183.34,-226.1,-327.72,247.24,232.06,232.06292,3.46756,23.76385,379.81,532.424717,424.29,0.0292,0.027599,0.7896,0.6053,0.1004,0.76533,0.661423,-0.62884,0.72285,0.286441,0.767313,0.636467,0.078366,0.125663,-0.269069,0.954888,265.61,17,1.0,1.30655e+17,-2.22554e+17,-6.92818e+16,841883.0,2.98309
50000000000010,0,3,1522670000000.0,2703,509575.11530982,499103.69018714,494678.21170886,-160.82,128.33,89.03,276.15,87.33,34.74229,2.65191,37.03784,438.9,516.109189,474.62,0.033762,0.028245,-0.9102,0.352,-0.2181,0.750697,0.585981,0.335306,0.939271,-0.07307,0.847369,-0.266781,0.459123,-0.411747,0.215863,0.885363,199.96,17,1.0,1.715e+17,-2.42432e+17,-4.51688e+16,693767.0,9.94248
